Município 1,Município 2,Distancia (km),Distancia Euclidiana,População 1,População 2,Pos_X 1,Pos_Y 1,Pos_X 2,Pos_Y 2
Ferreira do Zêzere,Tomar,19,14,7801,36414,-8.316881376963932,39.721355363835016,-8.38675417556752,39.60290410026
Tomar,Ferreira do Zêzere,19,14,36414,7801,-8.38675417556752,39.60290410026,-8.316881376963932,39.721355363835016
Ferreira do Zêzere,Ourém,39,22,7801,44538,-8.316881376963932,39.721355363835016,-8.574230410855822,39.6923769020868
Ourém,Ferreira do Zêzere,39,22,44538,7801,-8.574230410855822,39.6923769020868,-8.316881376963932,39.721355363835016
Golegã,Torres Novas,70,14,5400,34114,-8.511047406483689,39.3820640475617,-8.550816940507707,39.505551902044225
Torres Novas,Golegã,70,14,34114,5400,-8.550816940507707,39.505551902044225,-8.511047406483689,39.3820640475617
Golegã,Vila Nova da Barquinha,87,15,5400,7019,-8.511047406483689,39.3820640475617,-8.400404994883598,39.48167962956497
Vila Nova da Barquinha,Golegã,87,15,7019,5400,-8.400404994883598,39.48167962956497,-8.511047406483689,39.3820640475617
Golegã,Chamusca,53,17,5400,8530,-8.511047406483689,39.3820640475617,-8.38035277071246,39.27164681004185
Chamusca,Golegã,53,17,8530,5400,-8.38035277071246,39.27164681004185,-8.511047406483689,39.3820640475617
Golegã,Santarém,38,19,5400,58671,-8.511047406483689,39.3820640475617,-8.72919461331333,39.33699332591557
Santarém,Golegã,38,19,58671,5400,-8.72919461331333,39.33699332591557,-8.511047406483689,39.3820640475617
Ourém,Tomar,28,19,44538,36414,-8.574230410855822,39.6923769020868,-8.38675417556752,39.60290410026
Tomar,Ourém,28,19,36414,44538,-8.38675417556752,39.60290410026,-8.574230410855822,39.6923769020868
Ourém,Torres Novas,42,21,44538,34114,-8.574230410855822,39.6923769020868,-8.550816940507707,39.505551902044225
Torres Novas,Ourém,42,21,34114,44538,-8.550816940507707,39.505551902044225,-8.574230410855822,39.6923769020868
Tomar,Torres Novas,30,18,36414,34114,-8.38675417556752,39.60290410026,-8.550816940507707,39.505551902044225
Torres Novas,Tomar,30,18,34114,36414,-8.550816940507707,39.505551902044225,-8.38675417556752,39.60290410026
Tomar,Vila Nova da Barquinha,24,14,36414,7019,-8.38675417556752,39.60290410026,-8.400404994883598,39.48167962956497
Vila Nova da Barquinha,Tomar,24,14,7019,36414,-8.400404994883598,39.48167962956497,-8.38675417556752,39.60290410026
Torres Novas,Vila Nova da Barquinha,23,13,34114,7019,-8.550816940507707,39.505551902044225,-8.400404994883598,39.48167962956497
Vila Nova da Barquinha,Torres Novas,23,13,7019,34114,-8.400404994883598,39.48167962956497,-8.550816940507707,39.505551902044225
Torres Novas,Santarém,32,24,34114,58671,-8.550816940507707,39.505551902044225,-8.72919461331333,39.33699332591557
Santarém,Torres Novas,32,24,58671,34114,-8.72919461331333,39.33699332591557,-8.550816940507707,39.505551902044225
Vila Nova da Barquinha,Chamusca,26,23,7019,8530,-8.400404994883598,39.48167962956497,-8.38035277071246,39.27164681004185
Chamusca,Vila Nova da Barquinha,26,23,8530,7019,-8.38035277071246,39.27164681004185,-8.400404994883598,39.48167962956497
Almeirim,Alpiarça,12,9,22016,6976,-8.57998968024983,39.158928489530254,-8.570560431811979,39.24112996975556
Alpiarça,Almeirim,12,9,6976,22016,-8.570560431811979,39.24112996975556,-8.57998968024983,39.158928489530254
Almeirim,Cartaxo,28,18,22016,23187,-8.57998968024983,39.158928489530254,-8.789616793747845,39.145795948895845
Cartaxo,Almeirim,28,18,23187,22016,-8.789616793747845,39.145795948895845,-8.57998968024983,39.158928489530254
Almeirim,Chamusca,27,21,22016,8530,-8.57998968024983,39.158928489530254,-8.38035277071246,39.27164681004185
Chamusca,Almeirim,27,21,8530,22016,-8.38035277071246,39.27164681004185,-8.57998968024983,39.158928489530254
Almeirim,Coruche,29,27,22016,17356,-8.57998968024983,39.158928489530254,-8.447521675494004,38.940217593415
Coruche,Almeirim,29,27,17356,22016,-8.447521675494004,38.940217593415,-8.57998968024983,39.158928489530254
Almeirim,Salvaterra de Magos,35,16,22016,21613,-8.57998968024983,39.158928489530254,-8.687805849609598,39.0467245027794
Salvaterra de Magos,Almeirim,35,16,21613,22016,-8.687805849609598,39.0467245027794,-8.57998968024983,39.158928489530254
Almeirim,Santarém,19,24,22016,58671,-8.57998968024983,39.158928489530254,-8.72919461331333,39.33699332591557
Santarém,Almeirim,19,24,58671,22016,-8.72919461331333,39.33699332591557,-8.57998968024983,39.158928489530254
Alpiarça,Chamusca,15,17,6976,8530,-8.570560431811979,39.24112996975556,-8.38035277071246,39.27164681004185
Chamusca,Alpiarça,15,17,8530,6976,-8.38035277071246,39.27164681004185,-8.570560431811979,39.24112996975556
Alpiarça,Santarém,18,17,6976,58671,-8.570560431811979,39.24112996975556,-8.72919461331333,39.33699332591557
Santarém,Alpiarça,18,17,58671,6976,-8.72919461331333,39.33699332591557,-8.570560431811979,39.24112996975556
Benavente,Coruche,35,32,29716,17356,-8.81105213955818,38.867761026531056,-8.447521675494004,38.940217593415
Coruche,Benavente,35,32,17356,29716,-8.447521675494004,38.940217593415,-8.81105213955818,38.867761026531056
Benavente,Salvaterra de Magos,41,23,29716,21613,-8.81105213955818,38.867761026531056,-8.687805849609598,39.0467245027794
Salvaterra de Magos,Benavente,41,23,21613,29716,-8.687805849609598,39.0467245027794,-8.81105213955818,38.867761026531056
Benavente,Azambuja,60,30,29716,21422,-8.81105213955818,38.867761026531056,-8.896864916134078,39.13368370175973
Azambuja,Benavente,60,30,21422,29716,-8.896864916134078,39.13368370175973,-8.81105213955818,38.867761026531056
Benavente,Vila Franca de Xira,41,16,29716,137540,-8.81105213955818,38.867761026531056,-8.984504108312253,38.92210438621764
Vila Franca de Xira,Benavente,41,16,137540,29716,-8.984504108312253,38.92210438621764,-8.81105213955818,38.867761026531056
Benavente,Alcochete,31,17,29716,19145,-8.81105213955818,38.867761026531056,-8.915904341171617,38.73563819065331
Alcochete,Benavente,31,17,19145,29716,-8.915904341171617,38.73563819065331,-8.81105213955818,38.867761026531056
Benavente,Palmela,55,28,29716,68856,-8.81105213955818,38.867761026531056,-8.806623052276482,38.617804895086294
Palmela,Benavente,55,28,68856,29716,-8.806623052276482,38.617804895086294,-8.81105213955818,38.867761026531056
Cartaxo,Salvaterra de Magos,57,14,23187,21613,-8.789616793747845,39.145795948895845,-8.687805849609598,39.0467245027794
Salvaterra de Magos,Cartaxo,57,14,21613,23187,-8.687805849609598,39.0467245027794,-8.789616793747845,39.145795948895845
Cartaxo,Santarém,19,22,23187,58671,-8.789616793747845,39.145795948895845,-8.72919461331333,39.33699332591557
Santarém,Cartaxo,19,22,58671,23187,-8.72919461331333,39.33699332591557,-8.789616793747845,39.145795948895845
Cartaxo,Azambuja,38,9,23187,21422,-8.789616793747845,39.145795948895845,-8.896864916134078,39.13368370175973
Azambuja,Cartaxo,38,9,21422,23187,-8.896864916134078,39.13368370175973,-8.789616793747845,39.145795948895845
Chamusca,Coruche,56,37,8530,17356,-8.38035277071246,39.27164681004185,-8.447521675494004,38.940217593415
Coruche,Chamusca,56,37,17356,8530,-8.447521675494004,38.940217593415,-8.38035277071246,39.27164681004185
Chamusca,Santarém,30,31,8530,58671,-8.38035277071246,39.27164681004185,-8.72919461331333,39.33699332591557
Santarém,Chamusca,30,31,58671,8530,-8.72919461331333,39.33699332591557,-8.38035277071246,39.27164681004185
Coruche,Salvaterra de Magos,29,24,17356,21613,-8.447521675494004,38.940217593415,-8.687805849609598,39.0467245027794
Salvaterra de Magos,Coruche,29,24,21613,17356,-8.687805849609598,39.0467245027794,-8.447521675494004,38.940217593415
Coruche,Arraiolos,67,49,17356,6619,-8.447521675494004,38.940217593415,-7.916372671272062,38.786756444824846
Arraiolos,Coruche,67,49,6619,17356,-7.916372671272062,38.786756444824846,-8.447521675494004,38.940217593415
Coruche,Mora,37,31,17356,4135,-8.447521675494004,38.940217593415,-8.088821998396632,38.918895448503484
Mora,Coruche,37,31,4135,17356,-8.088821998396632,38.918895448503484,-8.447521675494004,38.940217593415
Coruche,Montemor-o-Novo,52,35,17356,15804,-8.447521675494004,38.940217593415,-8.296143003840406,38.64857095458453
Montemor-o-Novo,Coruche,52,35,15804,17356,-8.296143003840406,38.64857095458453,-8.447521675494004,38.940217593415
Rio Maior,Santarém,28,15,21005,58671,-8.901418654035188,39.32892964865985,-8.72919461331333,39.33699332591557
Santarém,Rio Maior,28,15,58671,21005,-8.72919461331333,39.33699332591557,-8.901418654035188,39.32892964865985
Rio Maior,Azambuja,61,22,21005,21422,-8.901418654035188,39.32892964865985,-8.896864916134078,39.13368370175973
Azambuja,Rio Maior,61,22,21422,21005,-8.896864916134078,39.13368370175973,-8.901418654035188,39.32892964865985
Salvaterra de Magos,Azambuja,80,20,21613,21422,-8.687805849609598,39.0467245027794,-8.896864916134078,39.13368370175973
Azambuja,Salvaterra de Magos,80,20,21422,21613,-8.896864916134078,39.13368370175973,-8.687805849609598,39.0467245027794
Santarém,Azambuja,57,27,58671,21422,-8.72919461331333,39.33699332591557,-8.896864916134078,39.13368370175973
Azambuja,Santarém,57,27,21422,58671,-8.896864916134078,39.13368370175973,-8.72919461331333,39.33699332591557
Alenquer,Azambuja,21,13,44445,21422,-9.03906034177452,39.09816174598617,-8.896864916134078,39.13368370175973
Azambuja,Alenquer,21,13,21422,44445,-8.896864916134078,39.13368370175973,-9.03906034177452,39.09816174598617
Alenquer,Arruda dos Vinhos,20,15,44445,13992,-9.03906034177452,39.09816174598617,-9.094202809463843,38.97466114913967
Arruda dos Vinhos,Alenquer,20,15,13992,44445,-9.094202809463843,38.97466114913967,-9.03906034177452,39.09816174598617
Alenquer,Sobral de Monte Agraço,37,16,44445,10541,-9.03906034177452,39.09816174598617,-9.160721556193684,38.99513867545812
Sobral de Monte Agraço,Alenquer,37,16,10541,44445,-9.160721556193684,38.99513867545812,-9.03906034177452,39.09816174598617
Alenquer,Vila Franca de Xira,16,20,44445,137540,-9.03906034177452,39.09816174598617,-8.984504108312253,38.92210438621764
Vila Franca de Xira,Alenquer,16,20,137540,44445,-8.984504108312253,38.92210438621764,-9.03906034177452,39.09816174598617
Azambuja,Vila Franca de Xira,28,25,21422,137540,-8.896864916134078,39.13368370175973,-8.984504108312253,38.92210438621764
Vila Franca de Xira,Azambuja,28,25,137540,21422,-8.984504108312253,38.92210438621764,-8.896864916134078,39.13368370175973
Arruda dos Vinhos,Loures,28,14,13992,201632,-9.094202809463843,38.97466114913967,-9.151677479862233,38.86130001468027
Loures,Arruda dos Vinhos,28,14,201632,13992,-9.151677479862233,38.86130001468027,-9.094202809463843,38.97466114913967
Arruda dos Vinhos,Mafra,41,19,13992,86521,-9.094202809463843,38.97466114913967,-9.308936475192633,38.96113742653085
Mafra,Arruda dos Vinhos,41,19,86521,13992,-9.308936475192633,38.96113742653085,-9.094202809463843,38.97466114913967
Arruda dos Vinhos,Sobral de Monte Agraço,28,6,13992,10541,-9.094202809463843,38.97466114913967,-9.160721556193684,38.99513867545812
Sobral de Monte Agraço,Arruda dos Vinhos,28,6,10541,13992,-9.160721556193684,38.99513867545812,-9.094202809463843,38.97466114913967
Arruda dos Vinhos,Vila Franca de Xira,11,11,13992,137540,-9.094202809463843,38.97466114913967,-8.984504108312253,38.92210438621764
Vila Franca de Xira,Arruda dos Vinhos,11,11,137540,13992,-8.984504108312253,38.92210438621764,-9.094202809463843,38.97466114913967
Loures,Mafra,31,18,201632,86521,-9.151677479862233,38.86130001468027,-9.308936475192633,38.96113742653085
Mafra,Loures,31,18,86521,201632,-9.308936475192633,38.96113742653085,-9.151677479862233,38.86130001468027
Loures,Vila Franca de Xira,20,16,201632,137540,-9.151677479862233,38.86130001468027,-8.984504108312253,38.92210438621764
Vila Franca de Xira,Loures,20,16,137540,201632,-8.984504108312253,38.92210438621764,-9.151677479862233,38.86130001468027
Loures,Lisboa,17,13,201632,545923,-9.151677479862233,38.86130001468027,-9.15611468683176,38.742674293972144
Lisboa,Loures,17,13,545923,201632,-9.15611468683176,38.742674293972144,-9.151677479862233,38.86130001468027
Loures,Odivelas,9,8,201632,148058,-9.151677479862233,38.86130001468027,-9.199270861441287,38.797867927296224
Odivelas,Loures,9,8,148058,201632,-9.199270861441287,38.797867927296224,-9.151677479862233,38.86130001468027
Loures,Sintra,34,18,201632,385654,-9.151677479862233,38.86130001468027,-9.357658110344598,38.823036241971586
Sintra,Loures,34,18,385654,201632,-9.357658110344598,38.823036241971586,-9.151677479862233,38.86130001468027
Mafra,Sobral de Monte Agraço,46,13,86521,10541,-9.308936475192633,38.96113742653085,-9.160721556193684,38.99513867545812
Sobral de Monte Agraço,Mafra,46,13,10541,86521,-9.160721556193684,38.99513867545812,-9.308936475192633,38.96113742653085
Mafra,Sintra,19,16,86521,385654,-9.308936475192633,38.96113742653085,-9.357658110344598,38.823036241971586
Sintra,Mafra,19,16,385654,86521,-9.357658110344598,38.823036241971586,-9.308936475192633,38.96113742653085
Vila Franca de Xira,Lisboa,29,25,137540,545923,-8.984504108312253,38.92210438621764,-9.15611468683176,38.742674293972144
Lisboa,Vila Franca de Xira,29,25,545923,137540,-9.15611468683176,38.742674293972144,-8.984504108312253,38.92210438621764
Amadora,Lisboa,14,7,171500,545923,-9.229504566483165,38.75981403393637,-9.15611468683176,38.742674293972144
Lisboa,Amadora,14,7,545923,171500,-9.15611468683176,38.742674293972144,-9.229504566483165,38.75981403393637
Amadora,Odivelas,20,5,171500,148058,-9.229504566483165,38.75981403393637,-9.199270861441287,38.797867927296224
Odivelas,Amadora,20,5,148058,171500,-9.199270861441287,38.797867927296224,-9.229504566483165,38.75981403393637
Amadora,Oeiras,8,6,171500,171767,-9.229504566483165,38.75981403393637,-9.276321359760567,38.71700218902521
Oeiras,Amadora,8,6,171767,171500,-9.276321359760567,38.71700218902521,-9.229504566483165,38.75981403393637
Amadora,Sintra,18,13,171500,385654,-9.229504566483165,38.75981403393637,-9.357658110344598,38.823036241971586
Sintra,Amadora,18,13,385654,171500,-9.357658110344598,38.823036241971586,-9.229504566483165,38.75981403393637
Lisboa,Oeiras,20,11,545923,171767,-9.15611468683176,38.742674293972144,-9.276321359760567,38.71700218902521
Oeiras,Lisboa,20,11,171767,545923,-9.276321359760567,38.71700218902521,-9.15611468683176,38.742674293972144
Odivelas,Sintra,27,14,148058,385654,-9.199270861441287,38.797867927296224,-9.357658110344598,38.823036241971586
Sintra,Odivelas,27,14,385654,148058,-9.357658110344598,38.823036241971586,-9.199270861441287,38.797867927296224
Oeiras,Sintra,19,14,171767,385654,-9.276321359760567,38.71700218902521,-9.357658110344598,38.823036241971586
Sintra,Oeiras,19,14,385654,171767,-9.357658110344598,38.823036241971586,-9.276321359760567,38.71700218902521
Alcochete,Palmela,24,16,19145,68856,-8.915904341171617,38.73563819065331,-8.806623052276482,38.617804895086294
Palmela,Alcochete,24,16,68856,19145,-8.806623052276482,38.617804895086294,-8.915904341171617,38.73563819065331
Almada,Seixal,9,8,177268,166525,-9.19311887823682,38.635632657298544,-9.108788346456416,38.604617065630585
Seixal,Almada,9,8,166525,177268,-9.108788346456416,38.604617065630585,-9.19311887823682,38.635632657298544
Barreiro,Moita,7,5,78359,66262,-9.044957712054865,38.62840319874628,-9.001404696526732,38.6535268972084
Moita,Barreiro,7,5,66262,78359,-9.001404696526732,38.6535268972084,-9.044957712054865,38.62840319874628
Barreiro,Palmela,30,21,78359,68856,-9.044957712054865,38.62840319874628,-8.806623052276482,38.617804895086294
Palmela,Barreiro,30,21,68856,78359,-8.806623052276482,38.617804895086294,-9.044957712054865,38.62840319874628
Barreiro,Seixal,10,6,78359,166525,-9.044957712054865,38.62840319874628,-9.108788346456416,38.604617065630585
Seixal,Barreiro,10,6,166525,78359,-9.108788346456416,38.604617065630585,-9.044957712054865,38.62840319874628
Moita,Palmela,24,17,66262,68856,-9.001404696526732,38.6535268972084,-8.806623052276482,38.617804895086294
Palmela,Moita,24,17,68856,66262,-8.806623052276482,38.617804895086294,-9.001404696526732,38.6535268972084
Palmela,Alcácer do Sal,43,40,68856,11113,-8.806623052276482,38.617804895086294,-8.480867728967805,38.369475358013645
Alcácer do Sal,Palmela,43,40,11113,68856,-8.480867728967805,38.369475358013645,-8.806623052276482,38.617804895086294
Palmela,Vendas Novas,36,26,68856,11260,-8.806623052276482,38.617804895086294,-8.51478555298155,38.655011281338744
Vendas Novas,Palmela,36,26,11260,68856,-8.51478555298155,38.655011281338744,-8.806623052276482,38.617804895086294
Alcácer do Sal,Grândola,25,22,11113,13823,-8.480867728967805,38.369475358013645,-8.581381679288636,38.18552746339677
Grândola,Alcácer do Sal,25,22,13823,11113,-8.581381679288636,38.18552746339677,-8.480867728967805,38.369475358013645
Alcácer do Sal,Vendas Novas,57,32,11113,11260,-8.480867728967805,38.369475358013645,-8.51478555298155,38.655011281338744
Vendas Novas,Alcácer do Sal,57,32,11260,11113,-8.51478555298155,38.655011281338744,-8.480867728967805,38.369475358013645
Alcácer do Sal,Viana do Alentejo,74,31,11113,5319,-8.480867728967805,38.369475358013645,-8.122421740484981,38.384590001224986
Viana do Alentejo,Alcácer do Sal,74,31,5319,11113,-8.122421740484981,38.384590001224986,-8.480867728967805,38.369475358013645
Alcácer do Sal,Alvito,128,41,11113,2282,-8.480867728967805,38.369475358013645,-8.04149540651292,38.244058422842976
Alvito,Alcácer do Sal,128,41,2282,11113,-8.04149540651292,38.244058422842976,-8.480867728967805,38.369475358013645
Alcácer do Sal,Ferreira do Alentejo,69,40,11113,7686,-8.480867728967805,38.369475358013645,-8.188867882271294,38.088255028530845
Ferreira do Alentejo,Alcácer do Sal,69,40,7686,11113,-8.188867882271294,38.088255028530845,-8.480867728967805,38.369475358013645
Alcácer do Sal,Montemor-o-Novo,51,35,11113,15804,-8.480867728967805,38.369475358013645,-8.296143003840406,38.64857095458453
Montemor-o-Novo,Alcácer do Sal,51,35,15804,11113,-8.296143003840406,38.64857095458453,-8.480867728967805,38.369475358013645
Grândola,Santiago do Cacém,52,26,13823,27773,-8.581381679288636,38.18552746339677,-8.56803960906501,37.95312056439274
Santiago do Cacém,Grândola,52,26,27773,13823,-8.56803960906501,37.95312056439274,-8.581381679288636,38.18552746339677
Grândola,Ferreira do Alentejo,44,36,13823,7686,-8.581381679288636,38.18552746339677,-8.188867882271294,38.088255028530845
Ferreira do Alentejo,Grândola,44,36,7686,13823,-8.188867882271294,38.088255028530845,-8.581381679288636,38.18552746339677
Santiago do Cacém,Aljustrel,36,34,27773,8874,-8.56803960906501,37.95312056439274,-8.188113545110918,37.88786171410062
Aljustrel,Santiago do Cacém,36,34,8874,27773,-8.188113545110918,37.88786171410062,-8.56803960906501,37.95312056439274
Santiago do Cacém,Ferreira do Alentejo,48,36,27773,7686,-8.56803960906501,37.95312056439274,-8.188867882271294,38.088255028530845
Ferreira do Alentejo,Santiago do Cacém,48,36,7686,27773,-8.188867882271294,38.088255028530845,-8.56803960906501,37.95312056439274
Santiago do Cacém,Odemira,51,38,27773,29576,-8.56803960906501,37.95312056439274,-8.57686350983392,37.60727916000261
Odemira,Santiago do Cacém,51,38,29576,27773,-8.57686350983392,37.60727916000261,-8.56803960906501,37.95312056439274
Santiago do Cacém,Ourique,60,42,27773,4840,-8.56803960906501,37.95312056439274,-8.291105166550025,37.639918949592385
Ourique,Santiago do Cacém,60,42,4840,27773,-8.291105166550025,37.639918949592385,-8.56803960906501,37.95312056439274
Arraiolos,Mora,30,21,6619,4135,-7.916372671272062,38.786756444824846,-8.088821998396632,38.918895448503484
Mora,Arraiolos,30,21,4135,6619,-8.088821998396632,38.918895448503484,-7.916372671272062,38.786756444824846
Arraiolos,Évora,44,28,6619,53591,-7.916372671272062,38.786756444824846,-7.870217988992281,38.53313863442859
Évora,Arraiolos,44,28,53591,6619,-7.870217988992281,38.53313863442859,-7.916372671272062,38.786756444824846
Arraiolos,Estremoz,21,27,6619,12683,-7.916372671272062,38.786756444824846,-7.613675493283347,38.845462055771996
Estremoz,Arraiolos,21,27,12683,6619,-7.613675493283347,38.845462055771996,-7.916372671272062,38.786756444824846
Arraiolos,Montemor-o-Novo,48,36,6619,15804,-7.916372671272062,38.786756444824846,-8.296143003840406,38.64857095458453
Montemor-o-Novo,Arraiolos,48,36,15804,6619,-8.296143003840406,38.64857095458453,-7.916372671272062,38.786756444824846
Montemor-o-Novo,Vendas Novas,17,19,15804,11260,-8.296143003840406,38.64857095458453,-8.51478555298155,38.655011281338744
Vendas Novas,Montemor-o-Novo,17,19,11260,15804,-8.51478555298155,38.655011281338744,-8.296143003840406,38.64857095458453
Montemor-o-Novo,Viana do Alentejo,40,33,15804,5319,-8.296143003840406,38.64857095458453,-8.122421740484981,38.384590001224986
Viana do Alentejo,Montemor-o-Novo,40,33,5319,15804,-8.122421740484981,38.384590001224986,-8.296143003840406,38.64857095458453
Montemor-o-Novo,Évora,43,39,15804,53591,-8.296143003840406,38.64857095458453,-7.870217988992281,38.53313863442859
Évora,Montemor-o-Novo,43,39,53591,15804,-7.870217988992281,38.53313863442859,-8.296143003840406,38.64857095458453
Portel,Viana do Alentejo,72,38,5747,5319,-7.696714598515904,38.3018372412018,-8.122421740484981,38.384590001224986
Viana do Alentejo,Portel,72,38,5319,5747,-8.122421740484981,38.384590001224986,-7.696714598515904,38.3018372412018
Portel,Évora,38,30,5747,53591,-7.696714598515904,38.3018372412018,-7.870217988992281,38.53313863442859
Évora,Portel,38,30,53591,5747,-7.870217988992281,38.53313863442859,-7.696714598515904,38.3018372412018
Portel,Reguengos de Monsaraz,32,22,5747,9871,-7.696714598515904,38.3018372412018,-7.477431037254403,38.39612270453765
Reguengos de Monsaraz,Portel,32,22,9871,5747,-7.477431037254403,38.39612270453765,-7.696714598515904,38.3018372412018
Portel,Cuba,34,22,5747,4374,-7.696714598515904,38.3018372412018,-7.913508183364745,38.192757356232285
Cuba,Portel,34,22,4374,5747,-7.913508183364745,38.192757356232285,-7.696714598515904,38.3018372412018
Portel,Moura,31,40,5747,13259,-7.696714598515904,38.3018372412018,-7.287443557405241,38.13342622179353
Moura,Portel,31,40,13259,5747,-7.287443557405241,38.13342622179353,-7.696714598515904,38.3018372412018
Portel,Vidigueira,16,15,5747,5176,-7.696714598515904,38.3018372412018,-7.717055892206074,38.16882905442097
Vidigueira,Portel,16,15,5176,5747,-7.717055892206074,38.16882905442097,-7.696714598515904,38.3018372412018
Viana do Alentejo,Évora,35,27,5319,53591,-8.122421740484981,38.384590001224986,-7.870217988992281,38.53313863442859
Évora,Viana do Alentejo,35,27,53591,5319,-7.870217988992281,38.53313863442859,-8.122421740484981,38.384590001224986
Viana do Alentejo,Cuba,44,28,5319,4374,-8.122421740484981,38.384590001224986,-7.913508183364745,38.192757356232285
Cuba,Viana do Alentejo,44,28,4374,5319,-7.913508183364745,38.192757356232285,-8.122421740484981,38.384590001224986
Viana do Alentejo,Alvito,102,17,5319,2282,-8.122421740484981,38.384590001224986,-8.04149540651292,38.244058422842976
Alvito,Viana do Alentejo,102,17,2282,5319,-8.04149540651292,38.244058422842976,-8.122421740484981,38.384590001224986
Évora,Estremoz,47,41,53591,12683,-7.870217988992281,38.53313863442859,-7.613675493283347,38.845462055771996
Estremoz,Évora,47,41,12683,53591,-7.613675493283347,38.845462055771996,-7.870217988992281,38.53313863442859
Évora,Redondo,39,26,53591,6300,-7.870217988992281,38.53313863442859,-7.598784593249874,38.62561445628392
Redondo,Évora,39,26,6300,53591,-7.598784593249874,38.62561445628392,-7.870217988992281,38.53313863442859
Évora,Reguengos de Monsaraz,37,37,53591,9871,-7.870217988992281,38.53313863442859,-7.477431037254403,38.39612270453765
Reguengos de Monsaraz,Évora,37,37,9871,53591,-7.477431037254403,38.39612270453765,-7.870217988992281,38.53313863442859
Alandroal,Mourão,109,34,5015,2351,-7.382895944980037,38.615770504355915,-7.2749339058891564,38.31820869531798
Mourão,Alandroal,109,34,2351,5015,-7.2749339058891564,38.31820869531798,-7.382895944980037,38.615770504355915
Alandroal,Redondo,16,19,5015,6300,-7.382895944980037,38.615770504355915,-7.598784593249874,38.62561445628392
Redondo,Alandroal,16,19,6300,5015,-7.598784593249874,38.62561445628392,-7.382895944980037,38.615770504355915
Alandroal,Reguengos de Monsaraz,92,26,5015,9871,-7.382895944980037,38.615770504355915,-7.477431037254403,38.39612270453765
Reguengos de Monsaraz,Alandroal,92,26,9871,5015,-7.477431037254403,38.39612270453765,-7.382895944980037,38.615770504355915
Alandroal,Vila Viçosa,6,17,5015,7388,-7.382895944980037,38.615770504355915,-7.353157530054727,38.76889207625713
Vila Viçosa,Alandroal,6,17,7388,5015,-7.353157530054727,38.76889207625713,-7.382895944980037,38.615770504355915
Borba,Estremoz,14,13,6428,12683,-7.469346100863892,38.81653293091597,-7.613675493283347,38.845462055771996
Estremoz,Borba,14,13,12683,6428,-7.613675493283347,38.845462055771996,-7.469346100863892,38.81653293091597
Borba,Redondo,27,24,6428,6300,-7.469346100863892,38.81653293091597,-7.598784593249874,38.62561445628392
Redondo,Borba,27,24,6300,6428,-7.598784593249874,38.62561445628392,-7.469346100863892,38.81653293091597
Borba,Vila Viçosa,10,11,6428,7388,-7.469346100863892,38.81653293091597,-7.353157530054727,38.76889207625713
Vila Viçosa,Borba,10,11,7388,6428,-7.353157530054727,38.76889207625713,-7.469346100863892,38.81653293091597
Estremoz,Redondo,39,24,12683,6300,-7.613675493283347,38.845462055771996,-7.598784593249874,38.62561445628392
Redondo,Estremoz,39,24,6300,12683,-7.598784593249874,38.62561445628392,-7.613675493283347,38.845462055771996
Mourão,Reguengos de Monsaraz,24,20,2351,9871,-7.2749339058891564,38.31820869531798,-7.477431037254403,38.39612270453765
Reguengos de Monsaraz,Mourão,24,20,9871,2351,-7.477431037254403,38.39612270453765,-7.2749339058891564,38.31820869531798
Mourão,Barrancos,117,27,2351,1440,-7.2749339058891564,38.31820869531798,-7.052190095094327,38.1481867117279
Barrancos,Mourão,117,27,1440,2351,-7.052190095094327,38.1481867117279,-7.2749339058891564,38.31820869531798
Mourão,Moura,63,21,2351,13259,-7.2749339058891564,38.31820869531798,-7.287443557405241,38.13342622179353
Moura,Mourão,63,21,13259,2351,-7.287443557405241,38.13342622179353,-7.2749339058891564,38.31820869531798
Redondo,Reguengos de Monsaraz,76,28,6300,9871,-7.598784593249874,38.62561445628392,-7.477431037254403,38.39612270453765
Reguengos de Monsaraz,Redondo,76,28,9871,6300,-7.477431037254403,38.39612270453765,-7.598784593249874,38.62561445628392
Redondo,Vila Viçosa,21,27,6300,7388,-7.598784593249874,38.62561445628392,-7.353157530054727,38.76889207625713
Vila Viçosa,Redondo,21,27,7388,6300,-7.353157530054727,38.76889207625713,-7.598784593249874,38.62561445628392
Reguengos de Monsaraz,Moura,39,34,9871,13259,-7.477431037254403,38.39612270453765,-7.287443557405241,38.13342622179353
Moura,Reguengos de Monsaraz,39,34,13259,9871,-7.287443557405241,38.13342622179353,-7.477431037254403,38.39612270453765
Barrancos,Moura,53,21,1440,13259,-7.052190095094327,38.1481867117279,-7.287443557405241,38.13342622179353
Moura,Barrancos,53,21,13259,1440,-7.287443557405241,38.13342622179353,-7.052190095094327,38.1481867117279
Beja,Cuba,26,26,33400,4374,-7.85590576695212,37.96245324896918,-7.913508183364745,38.192757356232285
Cuba,Beja,26,26,4374,33400,-7.913508183364745,38.192757356232285,-7.85590576695212,37.96245324896918
Beja,Mértola,52,37,33400,6208,-7.85590576695212,37.96245324896918,-7.706562889870808,37.64678989525944
Mértola,Beja,52,37,6208,33400,-7.706562889870808,37.64678989525944,-7.85590576695212,37.96245324896918
Beja,Serpa,53,32,33400,13764,-7.85590576695212,37.96245324896918,-7.489637078232133,37.932940682868065
